interactor1	interactor2	interactor1_canon	interactor2_canon	query_term1	query_term2	organism	int_type
PA1083	PA1095	Q9I4P6	Q9I4N6	FLGH_PSEAE	FLISB_PSEAE	bacteria	interacts
PA1085	PA1092	Q9I4P4	P72151	FLGJ_PSEAE	FLICB_PSEAE	bacteria	interacts
PA1085	PA1694	Q9I4P4	Q9I333	FLGJ_PSEAE	Q9I333_PSEAE	bacteria	interacts
PA1085	PA1460	Q9I4P4	G3XD73	FLGJ_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1085	PA1104	Q9I4P4	Q9I4N1	FLGJ_PSEAE	FLII_PSEAE	bacteria	interacts
PA1085	PA1100	Q9I4P4	Q51462	FLGJ_PSEAE	FLIE_PSEAE	bacteria	interacts
PA1085	PA1456	Q9I4P4	Q51455	FLGJ_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1085	PA1094	Q9I4P4	Q9K3C5	FLGJ_PSEAE	FLID2_PSEAE	bacteria	interacts
PA1085	PA3351	Q9I4P4	Q79SU4	FLGJ_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1085	PA1444	Q9I4P4	Q51466	FLGJ_PSEAE	FLIN_PSEAE	bacteria	interacts
PA1085	PA1102	Q9I4P4	Q51464	FLGJ_PSEAE	FLIG_PSEAE	bacteria	interacts
PA1085	PA1091	Q9I4P4	Q9I4N8	FLGJ_PSEAE	Q9I4N8_PSEAE	bacteria	interacts
PA1085	PA3349	Q9I4P4	Q9HYP7	FLGJ_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1085	PA1095	Q9I4P4	Q9I4N6	FLGJ_PSEAE	FLISB_PSEAE	bacteria	interacts
PA1085	PA4953	Q9I4P4	Q9HUL2	FLGJ_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1085	PA1457	Q9I4P4	Q51434	FLGJ_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1085	PA1461	Q9I4P4	G3XD90	FLGJ_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1085	PA1099	Q9I4P4	Q9I4N3	FLGJ_PSEAE	FLER_PSEAE	bacteria	interacts
PA1085	PA1105	Q9I4P4	Q9I4N0	FLGJ_PSEAE	Q9I4N0_PSEAE	bacteria	interacts
PA1085	PA1443	Q9I4P4	Q51465	FLGJ_PSEAE	FLIM_PSEAE	bacteria	interacts
PA1085	PA1101	Q9I4P4	Q51463	FLGJ_PSEAE	FLIF_PSEAE	bacteria	interacts
PA1085	PA1445	Q9I4P4	Q51467	FLGJ_PSEAE	FLIO_PSEAE	bacteria	interacts
PA1085	PA5233	Q9I4P4	Q9HTV7	FLGJ_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1085	PA1087	Q9I4P4	Q9I4P2	FLGJ_PSEAE	Q9I4P2_PSEAE	bacteria	interacts
PA1085	PA4954	Q9I4P4	Q9HUL1	FLGJ_PSEAE	Q9HUL1_PSEAE	bacteria	interacts
PA1085	PA2798	Q9I4P4	Q9I045	FLGJ_PSEAE	Q9I045_PSEAE	bacteria	interacts
PA1085	PA3346	Q9I4P4	Q9HYP9	FLGJ_PSEAE	Q9HYP9_PSEAE	bacteria	interacts
PA1085	PA1455	Q9I4P4	P29248	FLGJ_PSEAE	FLIA_PSEAE	bacteria	interacts
PA1085	PA1463	Q9I4P4	G3XCY3	FLGJ_PSEAE	G3XCY3_PSEAE	bacteria	interacts
PA1085	PA3347	Q9I4P4	Q9HYP8	FLGJ_PSEAE	Q9HYP8_PSEAE	bacteria	interacts
PA1085	PA1442	Q9I4P4	Q9I3Q5	FLGJ_PSEAE	Q9I3Q5_PSEAE	bacteria	interacts
PA3147	PA5453	Q9HZ80	Q51366	Q9HZ80_PSEAE	GM4D_PSEAE	bacteria	interacts
PA1087	PA1443	Q9I4P2	Q51465	Q9I4P2_PSEAE	FLIM_PSEAE	bacteria	interacts
PA1087	PA3704	Q9I4P2	Q9HXT7	Q9I4P2_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1087	PA1455	Q9I4P2	P29248	Q9I4P2_PSEAE	FLIA_PSEAE	bacteria	interacts
PA1087	PA1101	Q9I4P2	Q51463	Q9I4P2_PSEAE	FLIF_PSEAE	bacteria	interacts
PA1087	PA1444	Q9I4P2	Q51466	Q9I4P2_PSEAE	FLIN_PSEAE	bacteria	interacts
PA1087	PA1102	Q9I4P2	Q51464	Q9I4P2_PSEAE	FLIG_PSEAE	bacteria	interacts
PA1087	PA1442	Q9I4P2	Q9I3Q5	Q9I4P2_PSEAE	Q9I3Q5_PSEAE	bacteria	interacts
PA1087	PA4954	Q9I4P2	Q9HUL1	Q9I4P2_PSEAE	Q9HUL1_PSEAE	bacteria	interacts
PA1087	PA5233	Q9I4P2	Q9HTV7	Q9I4P2_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1087	PA1091	Q9I4P2	Q9I4N8	Q9I4P2_PSEAE	Q9I4N8_PSEAE	bacteria	interacts
PA1087	PA4953	Q9I4P2	Q9HUL2	Q9I4P2_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1087	PA1454	Q9I4P2	G3XD64	Q9I4P2_PSEAE	FLEN_PSEAE	bacteria	interacts
PA1087	PA1461	Q9I4P2	G3XD90	Q9I4P2_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1087	PA1095	Q9I4P2	Q9I4N6	Q9I4P2_PSEAE	FLISB_PSEAE	bacteria	interacts
PA1087	PA1445	Q9I4P2	Q51467	Q9I4P2_PSEAE	FLIO_PSEAE	bacteria	interacts
PA1087	PA1456	Q9I4P2	Q51455	Q9I4P2_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1087	PA1457	Q9I4P2	Q51434	Q9I4P2_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1087	PA1104	Q9I4P2	Q9I4N1	Q9I4P2_PSEAE	FLII_PSEAE	bacteria	interacts
PA1087	PA1097	Q9I4P2	G3XCV0	Q9I4P2_PSEAE	FLEQ_PSEAE	bacteria	interacts
PA1087	PA1105	Q9I4P2	Q9I4N0	Q9I4P2_PSEAE	Q9I4N0_PSEAE	bacteria	interacts
PA1087	PA1094	Q9I4P2	Q9K3C5	Q9I4P2_PSEAE	FLID2_PSEAE	bacteria	interacts
PA1087	PA3349	Q9I4P2	Q9HYP7	Q9I4P2_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1087	PA1092	Q9I4P2	P72151	Q9I4P2_PSEAE	FLICB_PSEAE	bacteria	interacts
PA1087	PA1460	Q9I4P2	G3XD73	Q9I4P2_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1087	PA1100	Q9I4P2	Q51462	Q9I4P2_PSEAE	FLIE_PSEAE	bacteria	interacts
PA1087	PA3351	Q9I4P2	Q79SU4	Q9I4P2_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA4236	PA4613	O52762	Q59635	CATA_PSEAE	CATB_PSEAE	bacteria	interacts
PA4354		Q9HW47		Q9HW47_PSEAE		bacteria	interacts
PA3387		Q9RPT1		RHLG_PSEAE		bacteria	interacts
PA5322	PA5452	P26276	Q9HTB7	ALGC_PSEAE	Q9HTB7_PSEAE	bacteria	interacts
PA5322	PA5483	P26276	P23747	ALGC_PSEAE	ALGB_PSEAE	bacteria	interacts
PA4239	PA4272	O52759	Q9HWC7	RS4_PSEAE		bacteria	interacts
PA4239	PA5570	O52759	P29436	RS4_PSEAE	RL34_PSEAE	bacteria	interacts
PA4239	PA4932	O52759	Q9HUN2	RS4_PSEAE	RL9_PSEAE	bacteria	interacts
PA4239	PA4247	O52759	Q9HWF1	RS4_PSEAE	RL18_PSEAE	bacteria	interacts
PA4239	PA4264	O52759	Q9HWD4	RS4_PSEAE	RS10_PSEAE	bacteria	interacts
PA4239	PA5558	O52759	Q9HT16	RS4_PSEAE	ATPF_PSEAE	bacteria	interacts
PA4239	PA4935	O52759	Q9HUM9	RS4_PSEAE	RS6_PSEAE	bacteria	interacts
PA4239	PA4252	O52759	Q9HWE6	RS4_PSEAE	RL24_PSEAE	bacteria	interacts
PA4239	PA4567	O52759	Q9HVL7	RS4_PSEAE	RL27_PSEAE	bacteria	interacts
PA4239	PA4254	O52759	Q9HWE4	RS4_PSEAE	RS17_PSEAE	bacteria	interacts
PA4239	PA4253	O52759	Q9HWE5	RS4_PSEAE	RL14_PSEAE	bacteria	interacts
PA4239	PA4671	O52759	Q9HVC4	RS4_PSEAE	RL25_PSEAE	bacteria	interacts
PA4239	PA4724	O52759	Q9HV75	RS4_PSEAE	GLUQ_PSEAE	bacteria	interacts
PA4239	PA4563	O52759	Q9HVM1	RS4_PSEAE	RS20_PSEAE	bacteria	interacts
PA4239	PA4271	O52759	Q9HWC8	RS4_PSEAE		bacteria	interacts
PA4239	PA4240	O52759	Q9HWF8	RS4_PSEAE	RS11_PSEAE	bacteria	interacts
PA4239	PA4241	O52759	Q9HWF7	RS4_PSEAE	RS13_PSEAE	bacteria	interacts
PA4239	PA4741	O52759	Q9HV58	RS4_PSEAE	RS15_PSEAE	bacteria	interacts
PA4239	PA5049	O52759	Q9HUD0	RS4_PSEAE	RL31_PSEAE	bacteria	interacts
PA4239	PA4261	O52759	Q9HWD7	RS4_PSEAE	RL23_PSEAE	bacteria	interacts
PA4239	PA4266	O52759	Q9HWD2	RS4_PSEAE		bacteria	interacts
PA4239	PA4258	O52759	Q9HWE0	RS4_PSEAE	RL22_PSEAE	bacteria	interacts
PA4239	PA4257	O52759	Q9HWE1	RS4_PSEAE	RS3_PSEAE	bacteria	interacts
PA4239	PA4274	O52759	Q9HWC5	RS4_PSEAE		bacteria	interacts
PA4239	PA4260	O52759	Q9HWD8	RS4_PSEAE	RL2_PSEAE	bacteria	interacts
PA4239	PA4263	O52759	Q9HWD5	RS4_PSEAE	RL3_PSEAE	bacteria	interacts
PA4239	PA4245	O52759	Q9HWF3	RS4_PSEAE	RL30_PSEAE	bacteria	interacts
PA4239	PA4433	O52759	Q9HVY2	RS4_PSEAE	RL13_PSEAE	bacteria	interacts
PA4239	PA4276	O52759	Q9HWC3	RS4_PSEAE	SECE_PSEAE	bacteria	interacts
PA4239	PA4568	O52759	Q9HVL6	RS4_PSEAE	RL21_PSEAE	bacteria	interacts
PA4239	PA4249	O52759	Q9HWE9	RS4_PSEAE	RS8_PSEAE	bacteria	interacts
PA4239	PA4256	O52759	Q9HWE2	RS4_PSEAE	RL16_PSEAE	bacteria	interacts
PA4239	PA4255	O52759	Q9HWE3	RS4_PSEAE	RL29_PSEAE	bacteria	interacts
PA4239	PA4267	O52759	Q9HWD1	RS4_PSEAE	RS7_PSEAE	bacteria	interacts
PA4239	PA4268	O52759	Q9HWD0	RS4_PSEAE	RS12_PSEAE	bacteria	interacts
PA4239	PA4243	O52759	Q9HWF5	RS4_PSEAE	SECY_PSEAE	bacteria	interacts
PA4239	PA4273	O52759	Q9HWC6	RS4_PSEAE		bacteria	interacts
PA4239	PA4251	O52759	Q9HWE7	RS4_PSEAE	RL5_PSEAE	bacteria	interacts
PA4239	PA4432	O52759	Q9HVY3	RS4_PSEAE	RS9_PSEAE	bacteria	interacts
PA4239	PA5559	O52759	Q9HT15	RS4_PSEAE	ATPL_PSEAE	bacteria	interacts
PA4239	PA4262	O52759	Q9HWD6	RS4_PSEAE	RL4_PSEAE	bacteria	interacts
PA4239	PA5316	O52759	Q9HTN8	RS4_PSEAE	RL28_PSEAE	bacteria	interacts
PA4239	PA4246	O52759	Q9HWF2	RS4_PSEAE	RS5_PSEAE	bacteria	interacts
PA4239	PA4259	O52759	Q9HWD9	RS4_PSEAE	RS19_PSEAE	bacteria	interacts
PA4239	PA4270	O52759	Q51561	RS4_PSEAE		bacteria	interacts
PA4239	PA4248	O52759	Q9HWF0	RS4_PSEAE	RL6_PSEAE	bacteria	interacts
PA4239	PA4244	O52759	Q9HWF4	RS4_PSEAE	RL15_PSEAE	bacteria	interacts
PA4239	PA4250	O52759	Q9HWE8	RS4_PSEAE	RS14_PSEAE	bacteria	interacts
PA4239	PA4934	O52759	Q9HUN0	RS4_PSEAE	RS18_PSEAE	bacteria	interacts
PA4237	PA4263	O52761	Q9HWD5	RL17_PSEAE	RL3_PSEAE	bacteria	interacts
PA4237	PA4243	O52761	Q9HWF5	RL17_PSEAE	SECY_PSEAE	bacteria	interacts
PA4237	PA4266	O52761	Q9HWD2	RL17_PSEAE		bacteria	interacts
PA4237	PA4267	O52761	Q9HWD1	RL17_PSEAE	RS7_PSEAE	bacteria	interacts
PA4237	PA4255	O52761	Q9HWE3	RL17_PSEAE	RL29_PSEAE	bacteria	interacts
PA4237	PA4433	O52761	Q9HVY2	RL17_PSEAE	RL13_PSEAE	bacteria	interacts
PA4237	PA4240	O52761	Q9HWF8	RL17_PSEAE	RS11_PSEAE	bacteria	interacts
PA4237	PA4260	O52761	Q9HWD8	RL17_PSEAE	RL2_PSEAE	bacteria	interacts
PA4237	PA4245	O52761	Q9HWF3	RL17_PSEAE	RL30_PSEAE	bacteria	interacts
PA4237	PA4257	O52761	Q9HWE1	RL17_PSEAE	RS3_PSEAE	bacteria	interacts
PA4237	PA4249	O52761	Q9HWE9	RL17_PSEAE	RS8_PSEAE	bacteria	interacts
PA4237	PA4934	O52761	Q9HUN0	RL17_PSEAE	RS18_PSEAE	bacteria	interacts
PA4237	PA4432	O52761	Q9HVY3	RL17_PSEAE	RS9_PSEAE	bacteria	interacts
PA4237	PA4251	O52761	Q9HWE7	RL17_PSEAE	RL5_PSEAE	bacteria	interacts
PA4237	PA4256	O52761	Q9HWE2	RL17_PSEAE	RL16_PSEAE	bacteria	interacts
PA4237	PA5049	O52761	Q9HUD0	RL17_PSEAE	RL31_PSEAE	bacteria	interacts
PA4237	PA4741	O52761	Q9HV58	RL17_PSEAE	RS15_PSEAE	bacteria	interacts
PA4237	PA4568	O52761	Q9HVL6	RL17_PSEAE	RL21_PSEAE	bacteria	interacts
PA4237	PA4241	O52761	Q9HWF7	RL17_PSEAE	RS13_PSEAE	bacteria	interacts
PA4237	PA4276	O52761	Q9HWC3	RL17_PSEAE	SECE_PSEAE	bacteria	interacts
PA4237	PA5316	O52761	Q9HTN8	RL17_PSEAE	RL28_PSEAE	bacteria	interacts
PA4237	PA4262	O52761	Q9HWD6	RL17_PSEAE	RL4_PSEAE	bacteria	interacts
PA4237	PA4274	O52761	Q9HWC5	RL17_PSEAE		bacteria	interacts
PA4237	PA5558	O52761	Q9HT16	RL17_PSEAE	ATPF_PSEAE	bacteria	interacts
PA4237	PA4258	O52761	Q9HWE0	RL17_PSEAE	RL22_PSEAE	bacteria	interacts
PA4237	PA4273	O52761	Q9HWC6	RL17_PSEAE		bacteria	interacts
PA4237	PA4247	O52761	Q9HWF1	RL17_PSEAE	RL18_PSEAE	bacteria	interacts
PA4237	PA4268	O52761	Q9HWD0	RL17_PSEAE	RS12_PSEAE	bacteria	interacts
PA4237	PA4239	O52761	O52759	RL17_PSEAE	RS4_PSEAE	bacteria	interacts
PA4237	PA4259	O52761	Q9HWD9	RL17_PSEAE	RS19_PSEAE	bacteria	interacts
PA4237	PA4246	O52761	Q9HWF2	RL17_PSEAE	RS5_PSEAE	bacteria	interacts
PA4237	PA5570	O52761	P29436	RL17_PSEAE	RL34_PSEAE	bacteria	interacts
PA4237	PA4261	O52761	Q9HWD7	RL17_PSEAE	RL23_PSEAE	bacteria	interacts
PA4237	PA4238	O52761	O52760	RL17_PSEAE		bacteria	interacts
PA4237	PA4271	O52761	Q9HWC8	RL17_PSEAE		bacteria	interacts
PA4237	PA4253	O52761	Q9HWE5	RL17_PSEAE	RL14_PSEAE	bacteria	interacts
PA4237	PA4250	O52761	Q9HWE8	RL17_PSEAE	RS14_PSEAE	bacteria	interacts
PA4237	PA4244	O52761	Q9HWF4	RL17_PSEAE	RL15_PSEAE	bacteria	interacts
PA4237	PA4252	O52761	Q9HWE6	RL17_PSEAE	RL24_PSEAE	bacteria	interacts
PA4237	PA4248	O52761	Q9HWF0	RL17_PSEAE	RL6_PSEAE	bacteria	interacts
PA4237	PA4270	O52761	Q51561	RL17_PSEAE		bacteria	interacts
PA4237	PA4272	O52761	Q9HWC7	RL17_PSEAE		bacteria	interacts
PA4237	PA4935	O52761	Q9HUM9	RL17_PSEAE	RS6_PSEAE	bacteria	interacts
PA4237	PA4567	O52761	Q9HVL7	RL17_PSEAE	RL27_PSEAE	bacteria	interacts
PA4237	PA4671	O52761	Q9HVC4	RL17_PSEAE	RL25_PSEAE	bacteria	interacts
PA4237	PA4254	O52761	Q9HWE4	RL17_PSEAE	RS17_PSEAE	bacteria	interacts
PA4237	PA4563	O52761	Q9HVM1	RL17_PSEAE	RS20_PSEAE	bacteria	interacts
PA4237	PA5568	O52761	Q9HT06	RL17_PSEAE	YIDC_PSEAE	bacteria	interacts
PA4237	PA4932	O52761	Q9HUN2	RL17_PSEAE	RL9_PSEAE	bacteria	interacts
PA4237	PA4264	O52761	Q9HWD4	RL17_PSEAE	RS10_PSEAE	bacteria	interacts
PA5568	PA5570	Q9HT06	P29436	YIDC_PSEAE	RL34_PSEAE	bacteria	interacts
PA1091	PA2231	Q9I4N8	Q9I1N8	Q9I4N8_PSEAE	Q9I1N8_PSEAE	bacteria	interacts
PA1091	PA1095	Q9I4N8	Q9I4N6	Q9I4N8_PSEAE	FLISB_PSEAE	bacteria	interacts
PA1091	PA1092	Q9I4N8	P72151	Q9I4N8_PSEAE	FLICB_PSEAE	bacteria	interacts
PA1091	PA1094	Q9I4N8	Q9K3C5	Q9I4N8_PSEAE	FLID2_PSEAE	bacteria	interacts
PA3270		Q9HYX1		Q9HYX1_PSEAE		bacteria	interacts
PA3271	PA4856	Q9HYX0	Q9HUV7	Q9HYX0_PSEAE	Q9HUV7_PSEAE	bacteria	interacts
PA3271	PA4885	Q9HYX0	Q9HUS8	Q9HYX0_PSEAE	Q9HUS8_PSEAE	bacteria	interacts
PA3271	PA4725	Q9HYX0	Q7DID2	Q9HYX0_PSEAE	Q9HV74_PSEAE	bacteria	interacts
PA3271	PA4101	Q9HYX0	Q9HWS7	Q9HYX0_PSEAE	Q9HWS7_PSEAE	bacteria	interacts
PA3271	PA4197	Q9HYX0	Q9HWI4	Q9HYX0_PSEAE	Q9HWI4_PSEAE	bacteria	interacts
PA3271	PA4293	Q9HYX0	Q9HWA7	Q9HYX0_PSEAE	PPRA_PSEAE	bacteria	interacts
PA3271	PA5200	Q9HYX0	Q9HTY9	Q9HYX0_PSEAE	Q9HTY9_PSEAE	bacteria	interacts
PA3271	PA4601	Q9HYX0	Q9HVI8	Q9HYX0_PSEAE	Q9HVI8_PSEAE	bacteria	interacts
PA3271	PA3974	Q9HYX0	Q9HX42	Q9HYX0_PSEAE	Q9HX42_PSEAE	bacteria	interacts
PA3271	PA4112	Q9HYX0	Q9HWR8	Q9HYX0_PSEAE		bacteria	interacts
PA3271	PA4982	Q9HYX0	Q9HUI3	Q9HYX0_PSEAE	ARUS_PSEAE	bacteria	interacts
PA3271	PA4983	Q9HYX0	Q9HUI2	Q9HYX0_PSEAE	ARUR_PSEAE	bacteria	interacts
PA3271	PA3946	Q9HYX0	Q9HX70	Q9HYX0_PSEAE	Q9HX70_PSEAE	bacteria	interacts
PA3271	PA5360	Q9HYX0	P23620	Q9HYX0_PSEAE	PHOB_PSEAE	bacteria	interacts
PA3271	PA3349	Q9HYX0	Q9HYP7	Q9HYX0_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA3271	PA4290	Q9HYX0	Q9HWB0	Q9HYX0_PSEAE	Q9HWB0_PSEAE	bacteria	interacts
PA3271	PA3704	Q9HYX0	Q9HXT7	Q9HYX0_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA3271	PA4781	Q9HYX0	Q9HV27	Q9HYX0_PSEAE	CDPD2_PSEAE	bacteria	interacts
PA3271	PA5442	Q9HYX0	Q9HTC4	Q9HYX0_PSEAE	Q9HTC4_PSEAE	bacteria	interacts
PA3271	PA5017	Q9HYX0	Q9HUF2	Q9HYX0_PSEAE	Q9HUF2_PSEAE	bacteria	interacts
PA3271	PA3346	Q9HYX0	Q9HYP9	Q9HYX0_PSEAE	Q9HYP9_PSEAE	bacteria	interacts
PA3271	PA5364	Q9HYX0	Q9HTJ6	Q9HYX0_PSEAE	Q9HTJ6_PSEAE	bacteria	interacts
PA1092	PA4761	P72151	Q9HV43	FLICB_PSEAE	DNAK_PSEAE	bacteria	interacts
PA1092	PA3622	P72151	P45684	FLICB_PSEAE	RPOS_PSEAE	bacteria	interacts
PA1092	PA1442	P72151	Q9I3Q5	FLICB_PSEAE	Q9I3Q5_PSEAE	bacteria	interacts
PA1092	PA1102	P72151	Q51464	FLICB_PSEAE	FLIG_PSEAE	bacteria	interacts
PA1092	PA4385	P72151	P30718	FLICB_PSEAE	CH60_PSEAE	bacteria	interacts
PA1092	PA1777	P72151	P13794	FLICB_PSEAE	PORF_PSEAE	bacteria	interacts
PA1092	PA1444	P72151	Q51466	FLICB_PSEAE	FLIN_PSEAE	bacteria	interacts
PA1092	PA3346	P72151	Q9HYP9	FLICB_PSEAE	Q9HYP9_PSEAE	bacteria	interacts
PA1092	PA1443	P72151	Q51465	FLICB_PSEAE	FLIM_PSEAE	bacteria	interacts
PA1092	PA1690	P72151	Q9I337	FLICB_PSEAE	Q9I337_PSEAE	bacteria	interacts
PA1092	PA1094	P72151	Q9K3C5	FLICB_PSEAE	FLID2_PSEAE	bacteria	interacts
PA1092	PA1100	P72151	Q51462	FLICB_PSEAE	FLIE_PSEAE	bacteria	interacts
PA1092	PA1430	P72151	P25084	FLICB_PSEAE	LASR_PSEAE	bacteria	interacts
PA1092	PA1456	P72151	Q51455	FLICB_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1092	PA1104	P72151	Q9I4N1	FLICB_PSEAE	FLII_PSEAE	bacteria	interacts
PA1092	PA1455	P72151	P29248	FLICB_PSEAE	FLIA_PSEAE	bacteria	interacts
PA1092	PA3704	P72151	Q9HXT7	FLICB_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1092	PA1101	P72151	Q51463	FLICB_PSEAE	FLIF_PSEAE	bacteria	interacts
PA1092	PA1460	P72151	G3XD73	FLICB_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1092	PA1099	P72151	Q9I4N3	FLICB_PSEAE	FLER_PSEAE	bacteria	interacts
PA1092	PA3351	P72151	Q79SU4	FLICB_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1092	PA3724	P72151	P14756	FLICB_PSEAE	ELAS_PSEAE	bacteria	interacts
PA1092	PA1461	P72151	G3XD90	FLICB_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1092	PA1105	P72151	Q9I4N0	FLICB_PSEAE	Q9I4N0_PSEAE	bacteria	interacts
PA1092	PA4462	P72151	P49988	FLICB_PSEAE	RP54_PSEAE	bacteria	interacts
PA1092	PA1095	P72151	Q9I4N6	FLICB_PSEAE	FLISB_PSEAE	bacteria	interacts
PA1092	PA4953	P72151	Q9HUL2	FLICB_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1092	PA1097	P72151	G3XCV0	FLICB_PSEAE	FLEQ_PSEAE	bacteria	interacts
PA1092	PA1445	P72151	Q51467	FLICB_PSEAE	FLIO_PSEAE	bacteria	interacts
PA1092	PA1454	P72151	G3XD64	FLICB_PSEAE	FLEN_PSEAE	bacteria	interacts
PA1095	PA1461	Q9I4N6	G3XD90	FLISB_PSEAE	G3XD90_PSEAE	bacteria	interacts
PA1095	PA1455	Q9I4N6	P29248	FLISB_PSEAE	FLIA_PSEAE	bacteria	interacts
PA1095	PA3704	Q9I4N6	Q9HXT7	FLISB_PSEAE	Q9HXT7_PSEAE	bacteria	interacts
PA1095	PA4954	Q9I4N6	Q9HUL1	FLISB_PSEAE	Q9HUL1_PSEAE	bacteria	interacts
PA1095	PA3349	Q9I4N6	Q9HYP7	FLISB_PSEAE	Q9HYP7_PSEAE	bacteria	interacts
PA1095	PA5233	Q9I4N6	Q9HTV7	FLISB_PSEAE	Q9HTV7_PSEAE	bacteria	interacts
PA1095	PA1101	Q9I4N6	Q51463	FLISB_PSEAE	FLIF_PSEAE	bacteria	interacts
PA1095	PA1454	Q9I4N6	G3XD64	FLISB_PSEAE	FLEN_PSEAE	bacteria	interacts
PA1095	PA1445	Q9I4N6	Q51467	FLISB_PSEAE	FLIO_PSEAE	bacteria	interacts
PA1095	PA1457	Q9I4N6	Q51434	FLISB_PSEAE	CHEZ_PSEAE	bacteria	interacts
PA1095	PA3353	Q9I4N6	Q9HYP3	FLISB_PSEAE	Q9HYP3_PSEAE	bacteria	interacts
PA1095	PA4953	Q9I4N6	Q9HUL2	FLISB_PSEAE	Q9HUL2_PSEAE	bacteria	interacts
PA1095	PA1102	Q9I4N6	Q51464	FLISB_PSEAE	FLIG_PSEAE	bacteria	interacts
PA1095	PA1100	Q9I4N6	Q51462	FLISB_PSEAE	FLIE_PSEAE	bacteria	interacts
PA1095	PA1097	Q9I4N6	G3XCV0	FLISB_PSEAE	FLEQ_PSEAE	bacteria	interacts
PA1095	PA1443	Q9I4N6	Q51465	FLISB_PSEAE	FLIM_PSEAE	bacteria	interacts
PA1095	PA1105	Q9I4N6	Q9I4N0	FLISB_PSEAE	Q9I4N0_PSEAE	bacteria	interacts
PA1095	PA1456	Q9I4N6	Q51455	FLISB_PSEAE	CHEY_PSEAE	bacteria	interacts
PA1095	PA1104	Q9I4N6	Q9I4N1	FLISB_PSEAE	FLII_PSEAE	bacteria	interacts
PA1095	PA3351	Q9I4N6	Q79SU4	FLISB_PSEAE	Q9HYP5_PSEAE	bacteria	interacts
PA1095	PA1442	Q9I4N6	Q9I3Q5	FLISB_PSEAE	Q9I3Q5_PSEAE	bacteria	interacts
PA1095	PA1444	Q9I4N6	Q51466	FLISB_PSEAE	FLIN_PSEAE	bacteria	interacts
PA1095	PA1460	Q9I4N6	G3XD73	FLISB_PSEAE	G3XD73_PSEAE	bacteria	interacts
PA1095	PA1464	Q9I4N6	G3XD72	FLISB_PSEAE	G3XD72_PSEAE	bacteria	interacts
PA1095	PA1694	Q9I4N6	Q9I333	FLISB_PSEAE	Q9I333_PSEAE	bacteria	interacts
PA4243	PA5559	Q9HWF5	Q9HT15	SECY_PSEAE	ATPL_PSEAE	bacteria	interacts
PA4243	PA4255	Q9HWF5	Q9HWE3	SECY_PSEAE	RL29_PSEAE	bacteria	interacts
PA4243	PA4433	Q9HWF5	Q9HVY2	SECY_PSEAE	RL13_PSEAE	bacteria	interacts
PA4243	PA4267	Q9HWF5	Q9HWD1	SECY_PSEAE	RS7_PSEAE	bacteria	interacts
PA4243	PA4263	Q9HWF5	Q9HWD5	SECY_PSEAE	RL3_PSEAE	bacteria	interacts
PA4243	PA4257	Q9HWF5	Q9HWE1	SECY_PSEAE	RS3_PSEAE	bacteria	interacts
PA4243	PA4245	Q9HWF5	Q9HWF3	SECY_PSEAE	RL30_PSEAE	bacteria	interacts
PA4243	PA4261	Q9HWF5	Q9HWD7	SECY_PSEAE	RL23_PSEAE	bacteria	interacts
PA4243	PA4266	Q9HWF5	Q9HWD2	SECY_PSEAE		bacteria	interacts
PA4243	PA4274	Q9HWF5	Q9HWC5	SECY_PSEAE		bacteria	interacts
PA4243	PA4251	Q9HWF5	Q9HWE7	SECY_PSEAE	RL5_PSEAE	bacteria	interacts
PA4243	PA4258	Q9HWF5	Q9HWE0	SECY_PSEAE	RL22_PSEAE	bacteria	interacts
PA4243	PA4432	Q9HWF5	Q9HVY3	SECY_PSEAE	RS9_PSEAE	bacteria	interacts
PA4243	PA4260	Q9HWF5	Q9HWD8	SECY_PSEAE	RL2_PSEAE	bacteria	interacts
